0	5	0	0
0	5	1	0
0	5	0	0
0	5	0	0
0	5	0	0
0	5	0	0
0	3	1	0
0	5	0	0
0	5	0	0
0	5	0	0
0	5	0	0
0	5	0	0
0	5	1	0
2	4	3	0.666667
4	4	6	0.666667
2	3	5	0.4
1	5	2	0.5
0	5	0	0
2	5	2	1
1	5	1	1
1	4	6	0.166667
1	4	1	1
1	5	2	0.5
4	5	4	1
1	3	7	0.142857
2	5	3	0.666667
2	5	2	1
7	1	41	0.170732
1	5	1	1
2	4	2	1
4	5	4	1
3	5	3	1
1	5	1	1
0	4	0	0
0	5	0	0
0	5	0	0
0	4	1	0
0	5	0	0
2	5	2	1
0	4	0	0
1	5	1	1
1	4	1	1
0	4	1	0
1	5	1	1
1	5	1	1
1	5	1	1
0	5	0	0
0	5	0	0
0	5	0	0
1	5	1	1
0	5	2	0
1	5	2	0.5
1	5	2	0.5
0	5	0	0
0	5	0	0
0	4	1	0
1	5	1	1
0	5	0	0
0	4	0	0
0	4	1	0
0	5	0	0
1	5	1	1
1	5	1	1
0	4	0	0
0	4	1	0
8	1	36	0.222222
3	5	3	1
0	5	0	0
0	4	0	0
0	5	0	0
0	5	0	0
0	4	0	0
0	4	0	0
0	5	0	0
0	5	0	0
0	4	0	0
0	5	0	0
1	5	2	0.5
0	5	0	0
0	5	0	0
0	5	0	0
0	5	0	0
0	4	0	0
0	5	0	0
0	4	0	0
0	5	0	0
0	5	0	0
0	4	0	0
0	5	0	0
0	5	0	0
1	3	5	0.2
5	5	5	1
0	5	2	0
0	5	1	0
0	5	0	0
0	4	1	0
1	5	2	0.5
0	5	0	0
0	5	0	0
1	5	1	1
1	4	1	1
0	5	0	0
0	5	0	0
2	5	3	0.666667
0	5	1	0
1	5	1	1
0	5	0	0
0	5	0	0
3	5	5	0.6
0	4	0	0
0	4	0	0
0	4	0	0
0	5	0	0
0	5	0	0
0	5	0	0
0	5	1	0
0	5	2	0
0	5	0	0
0	5	0	0
0	5	0	0
0	5	0	0
0	4	1	0
0	5	1	0
0	4	0	0
0	5	0	0
0	5	0	0
1	5	2	0.5
0	4	1	0
1	5	1	1
1	5	1	1
0	4	0	0
1	5	1	1
2	5	2	1
0	5	2	0
1	5	1	1
4	5	4	1
0	4	1	0
2	5	7	0.285714
1	5	1	1
0	4	0	0
0	5	1	0
5	1	66	0.0757576
1	5	2	0.5
0	5	1	0
0	5	1	0
0	5	0	0
0	5	1	0
0	5	1	0
0	5	0	0
4	5	5	0.8
0	5	0	0
0	4	0	0
0	5	0	0
0	4	0	0
1	5	2	0.5
1	5	2	0.5
4	5	4	1
0	5	0	0
0	5	0	0
0	5	0	0
2	5	2	1
1	5	1	1
2	5	2	1
0	5	1	0
6	2	18	0.333333
1	5	1	1
1	5	1	1
3	5	5	0.6
1	5	1	1
1	5	3	0.333333
0	5	0	0
0	5	0	0
1	4	1	1
0	5	0	0
0	5	0	0
1	4	1	1
0	4	0	0
1	5	2	0.5
0	5	0	0
5	5	5	1
0	5	0	0
0	4	0	0
1	4	1	1
0	5	0	0
0	5	0	0
1	5	2	0.5
2	5	3	0.666667
1	5	1	1
0	5	0	0
1	5	1	1
1	4	1	1
3	5	4	0.75
1	5	1	1
0	5	1	0
1	5	1	1
1	5	1	1
1	5	1	1
0	4	1	0
2	5	3	0.666667
3	5	4	0.75
0	5	0	0
0	5	0	0
0	5	0	0
0	5	1	0
0	5	0	0
1	5	1	1
0	5	0	0
0	5	0	0
0	4	0	0
0	5	0	0
0	4	0	0
1	4	3	0.333333
0	5	0	0
1	5	1	1
2	5	2	1
1	4	2	0.5
0	5	0	0
1	5	1	1
0	5	0	0
5	5	5	1
1	5	1	1
1	4	1	1
0	4	0	0
1	5	1	1
1	4	2	0.5
0	4	3	0
0	5	0	0
1	5	1	1
1	5	5	0.2
0	5	2	0
1	5	1	1
0	5	0	0
1	5	1	1
0	5	0	0
0	5	0	0
0	5	0	0
2	5	2	1
0	5	1	0
0	5	2	0
3	4	4	0.75
0	5	1	0
1	5	1	1
1	4	2	0.5
2	4	3	0.666667
1	4	1	1
0	5	0	0
0	5	0	0
2	5	3	0.666667
1	5	1	1
3	4	4	0.75
0	5	0	0
1	5	1	1
0	5	0	0
3	5	3	1
0	3	1	0
0	4	0	0
0	5	0	0
1	5	1	1
3	5	3	1
1	5	1	1
2	4	3	0.666667
0	5	0	0
0	5	0	0
0	5	0	0
1	5	1	1
0	4	0	0
2	5	3	0.666667
0	5	0	0
0	5	0	0
0	5	0	0
0	4	0	0
0	4	0	0
0	5	1	0
0	5	1	0
1	2	14	0.0714286
1	5	3	0.333333
3	4	5	0.6
1	5	3	0.333333
0	5	0	0
0	5	0	0
0	5	2	0
0	4	0	0
3	2	8	0.375
1	4	1	1
0	5	1	0
2	2	8	0.25
0	5	0	0
0	5	0	0
0	5	0	0
0	5	1	0
3	4	3	1
0	5	0	0
0	4	0	0
2	3	5	0.4
0	5	0	0
0	5	0	0
0	5	0	0
0	4	0	0
0	5	0	0
0	4	1	0
1	5	2	0.5
4	5	5	0.8
6	5	9	0.666667
7	5	11	0.636364
0	4	1	0
2	5	3	0.666667
2	5	4	0.5
3	5	3	1
8	4	15	0.533333
1	4	2	0.5
1	5	2	0.5
0	4	0	0
0	4	1	0
0	4	1	0
1	5	2	0.5
0	5	1	0
0	3	2	0
1	5	3	0.333333
0	4	1	0
7	5	9	0.777778
0	4	1	0
0	5	1	0
0	4	1	0
0	5	0	0
4	5	5	0.8
1	5	2	0.5
0	5	0	0
1	5	2	0.5
0	5	1	0
1	5	3	0.333333
3	5	5	0.6
0	5	0	0
0	5	1	0
0	5	0	0
0	5	1	0
24	5	28	0.857143
0	5	1	0
0	4	0	0
2	5	3	0.666667
2	4	3	0.666667
0	5	1	0
4	2	11	0.363636
0	5	1	0
1	5	2	0.5
5	5	7	0.714286
0	4	1	0
0	5	0	0
2	5	3	0.666667
0	5	1	0
1	5	2	0.5
0	5	1	0
1	4	2	0.5
0	5	1	0
0	5	2	0
0	5	1	0
3	5	4	0.75
7	5	8	0.875
0	5	1	0
0	5	1	0
0	5	2	0
3	3	7	0.428571
0	5	0	0
4	3	12	0.333333
0	5	1	0
1	5	5	0.2
1	4	3	0.333333
0	5	0	0
0	5	1	0
0	5	0	0
0	4	2	0
0	5	0	0
0	5	0	0
4	5	8	0.5
0	5	0	0
1	5	3	0.333333
1	4	3	0.333333
9	1	37	0.243243
1	5	3	0.333333
1	5	1	1
5	3	10	0.5
0	5	1	0
0	5	1	0
0	5	0	0
0	5	0	0
0	5	1	0
0	5	1	0
2	5	2	1
0	5	0	0
4	3	14	0.285714
3	5	5	0.6
2	3	10	0.2
5	5	7	0.714286
2	4	2	1
1	5	3	0.333333
0	5	0	0
0	5	0	0
0	5	1	0
2	5	3	0.666667
1	5	2	0.5
0	5	2	0
1	5	3	0.333333
0	5	0	0
0	5	0	0
0	5	1	0
0	5	1	0
7	5	10	0.7
0	3	1	0
0	5	0	0
6	5	6	1
3	4	5	0.6
2	5	3	0.666667
13	5	15	0.866667
0	5	1	0
0	5	0	0
0	5	0	0
0	5	3	0
1	5	2	0.5
2	5	2	1
1	4	1	1
1	5	2	0.5
1	5	1	1
1	5	1	1
2	5	3	0.666667
1	5	3	0.333333
1	5	2	0.5
1	5	2	0.5
0	5	0	0
0	5	1	0
0	5	0	0
1	5	3	0.333333
0	5	2	0
0	5	0	0
1	5	2	0.5
0	5	1	0
3	5	6	0.5
1	5	1	1
0	5	1	0
0	5	0	0
0	5	0	0
0	5	0	0
0	5	1	0
0	5	1	0
7	2	31	0.225806
0	5	1	0
0	5	2	0
0	5	0	0
1	5	1	1
1	5	2	0.5
2	5	2	1
0	5	0	0
16	5	19	0.842105
0	5	2	0
0	5	2	0
1	4	2	0.5
4	5	6	0.666667
0	5	1	0
0	5	0	0
0	5	0	0
0	5	0	0
3	5	4	0.75
0	5	2	0
1	5	2	0.5
1	5	2	0.5
1	5	1	1
1	5	1	1
3	5	4	0.75
3	4	5	0.6
0	5	0	0
1	5	1	1
1	5	1	1
1	5	1	1
2	5	3	0.666667
1	5	4	0.25
1	5	2	0.5
0	5	1	0
36	2	68	0.529412
160	5	194	0.824742
0	5	1	0
8	5	14	0.571429
4	5	4	1
1	5	1	1
0	5	1	0
2	4	4	0.5
0	4	0	0
1	5	2	0.5
1	5	1	1
0	5	1	0
0	5	0	0
0	5	0	0
2	5	3	0.666667
1	4	1	1
7	5	10	0.7
0	5	2	0
3	5	4	0.75
0	5	1	0
1	5	1	1
0	4	0	0
0	5	0	0
1	3	3	0.333333
1	5	3	0.333333
0	5	1	0
1	5	3	0.333333
0	5	1	0
0	5	0	0
0	4	1	0
2	5	2	1
7	4	8	0.875
0	5	0	0
2	5	3	0.666667
3	5	3	1
6	5	6	1
2	5	3	0.666667
1	5	1	1
3	1	26	0.115385
71	5	88	0.806818
5	1	31	0.16129
0	5	0	0
0	5	0	0
1	5	2	0.5
0	5	0	0
5	5	8	0.625
7	1	44	0.159091
7	5	7	1
1	5	1	1
4	5	4	1
5	1	43	0.116279
4	1	33	0.121212
3	2	11	0.272727
5	5	6	0.833333
0	5	0	0
1	5	1	1
1	5	2	0.5
0	5	0	0
4	5	7	0.571429
0	5	0	0
2	5	3	0.666667
0	5	1	0
0	4	0	0
0	5	1	0
1	5	1	1
6	5	6	1
0	5	1	0
7	5	8	0.875
1	5	2	0.5
0	5	1	0
0	5	0	0
0	5	1	0
0	5	0	0
0	5	1	0
2	5	4	0.5
1	5	1	1
0	5	0	0
0	5	0	0
2	5	3	0.666667
1	5	1	1
1	5	2	0.5
0	5	1	0
0	5	1	0
0	5	1	0
1	5	4	0.25
2	5	3	0.666667
0	5	0	0
2	5	3	0.666667
2	5	5	0.4
1	5	2	0.5
0	5	1	0
2	5	2	1
1	5	1	1
2	5	2	1
3	5	4	0.75
5	5	6	0.833333
6	5	20	0.3
7	5	8	0.875
0	5	1	0
0	4	0	0
0	5	0	0
2	5	2	1
1	5	1	1
1	5	2	0.5
0	5	2	0
1	5	2	0.5
2	5	3	0.666667
1	5	2	0.5
3	4	4	0.75
0	5	1	0
0	5	0	0
4	5	5	0.8
0	5	0	0
0	5	0	0
0	5	0	0
1	5	2	0.5
2	5	4	0.5
5	5	9	0.555556
1	5	1	1
4	5	9	0.444444
0	5	0	0
0	5	0	0
0	5	0	0
2	5	2	1
1	5	2	0.5
2	5	3	0.666667
2	5	3	0.666667
4	5	7	0.571429
0	5	2	0
0	5	1	0
0	5	2	0
0	5	0	0
